شیت اول
فهرست بهای واحد پایه رشته ابنیه سال 1404				
شماره	فصل	شرح	واحد	"بهای واحد
(ریال)"
231403	23	اضافه‌بها به ردیف ۲۳۱۴۰۲ به‌ازای هر ۱۰۰ میلی‌متر افزایش عرض ابزار مازاد بر 200 میلی‌متر	مترطول	0
231501	23	تهیه و نصب ابزارهای تزیینی پیش‌ساخته گوشه سقف،‌ دیوار و چهارچوب‌ها و قرنیزها از جنس پلی‌استایرن اکسترود شده با ضخامت ۸ تا ۱۵ میلی‌متر به‌ عرض تا ۱۷۵ میلی‌متر، با هر رنگ و سطح صاف	مترطول	0
231502	23	اضافه‌بها  به ردیف ۲۳۱۵۰۱ برای ابزار به‌ عرض بیش از ۱۷۵ میلی‌متر  تا ۳۵۰   میلی‌متر.	مترطول	0
231610	23	تهیه کامپوزیت‏های چوب‌پلاستیک توپر و توخالی به ابعاد و ضخامت‌های مختلف برای پوشش کف‏ها، دیوارها و سقف‏ها	کیلوگرم	663,500
231611	23	نصب کامپوزیت‏های چوب‌پلاستیک ردیف 231610 با تمام وسایل نصب	مترمربع	1,606,000
231701	23	تهیه و نصب دریچه آدم‌رو از جنس کوپلیمر با کلاف مربوط به قطر حدود ۶۰ سانتی‌متر	عدد	13,054,000
231702	23	تهیه و نصب دریچه آدم‌رو از جنس کوپلیمر با کلاف مربوط به قطر حدود ۸۰ سانتی‌متر	عدد	27,993,000
231703	23	اضافه‌بها به ردیف ۲۳۱۷۰۱ و 231702 وقتی دریچه از نوع سوپاپ‌دار باشد	عدد	2,600,000
231704	23	تهیه و نصب دریچه انشعاب از جنس کوپلیمر با کلاف مربوط به قطر حدود ۲۳ سانتی‌متر	عدد	3,125,000
231706	23	تهیه و نصب دریچه آب‌گیر از جنس کوپلیمر با کلاف مربوط به مساحت ۰٫۴۵ تا ۰٫۵۵ مترمربع	عدد	16,291,000
231707	23	تهیه و نصب دریچه آدم‌رو از جنس کامپوزیت با کلاف مربوط به مساحت 0.28 تا 0.36 مترمربع	عدد	16,600,000
231708	23	تهیه و نصب دریچه آدم‌رو از جنس کامپوزیت با کلاف مربوط به مساحت بیش از 0.36 تا 0.64 مترمربع	عدد	21,243,000
231720	23	تهیه و نصب گلدانی چاه فاضلاب به همراه در از جنس پلیمر   به قطر 50 تا 70 سانتی‌متر.	عدد	8,602,000
231810	23	نصب کاغذ دیواری با کلیه لوازم و تجهیزات به طور کامل.	مترمربع	434,500
231820	23	نصب موکت با کلیه لوازم و تجهیزات به طور کامل.	مترمربع	527,000
231901	23	تهیه پانل‌های پلاستیکی تقویت‌شده با الیاف شیشه (GRP)	کیلوگرم	2,051,000
231902	23	نصب و سوار کردن پانل‌‌های پلاستیکی تقویت‌شده با الیاف شیشه(GRP‌) به منظور احداث مخازن مکعبی پیش‌ساخته مدولار روی نشیمن‌ فولاد ضدزنگ	مترمربع	1,924,000
232001	23	تهیه و نصب صفحات مشبک قالب‌گیری شده (Moulded Grating) و مسلح با الیاف شیشه به ابعاد اسمی چشمه 38*38 میلی‏متر و ضخامت 25 میلی‌متر با تمام وسایل و اتصالات مربوط	مترمربع	9,761,000
232002	23	اضافه‌بها به ردیف 232001 به ازای افزایش هر 5 میلی‌متر ضخامت صفحات مشبک مسلح‌شده با الیاف شیشه مازاد بر 25 میلی‌متر تا 40 میلی‏متر (کسر 5 میلی‌متر به تناسب محاسبه می‏شود)	مترمربع	1,545,000
232003	23	اضافه‌بها به ردیف 232001 در صورتی که صفحات مشبک، دارای صفحه پوششی مسلح‌شده با الیاف شیشه باشند	مترمربع	5,510,000
240102	24	تهیه و نصب شیشه 4 میلی‌متری ساده.	مترمربع	3,069,000
240103	24	تهیه و نصب شیشه 5 میلی‌متری ساده.	مترمربع	3,707,000
240104	24	تهیه و نصب شیشه 6 میلی‌متری ساده.	مترمربع	4,280,000
240105	24	تهیه و نصب شیشه 8 میلی‌متری ساده.	مترمربع	4,861,000
240106	24	تهیه و نصب شیشه 10 میلی‌متری ساده.	مترمربع	6,414,000
240108	24	تهیه و نصب شیشه 12 میلی‌متری ساده.	مترمربع	7,002,000
240201	24	تهیه و نصب شیشه ۴ میلی‌متری مشجر.	مترمربع	2,414,000
240202	24	تهیه و نصب شیشه ۶ میلی‌متری مشجر.	مترمربع	3,056,000
240204	24	تهیه و نصب شیشه 8 میلی‌متری مشجر	مترمربع	3,768,000
240205	24	تهیه و نصب شیشه ۱۰ میلی‌متری مشجر	مترمربع	4,212,000
240211	24	تهیه و نصب شیشه 6 میلی‌متری مشجر   سیمی.	مترمربع	17,460,000
240301	24	تهیه و نصب شیشه ایمنی آبدیده حرارتی به ضخامت ۴ میلی‌متر.	مترمربع	5,668,000
240302	24	تهیه و نصب شیشه ایمنی آبدیده حرارتی به ضخامت ۵ میلی‌متر	مترمربع	6,688,000
240303	24	تهیه و نصب شیشه ایمنی آبدیده حرارتی به ضخامت ۶ میلی‌متر	مترمربع	6,191,000
240304	24	تهیه و نصب شیشه ایمنی آبدیده حرارتی به ضخامت ۸ میلی‌متر	مترمربع	7,913,000
240305	24	تهیه و نصب شیشه ایمنی آبدیده حرارتی به ضخامت ۱۰ میلی‌متر	مترمربع	8,892,000
240307	24	تهیه و نصب شیشه ایمنی آبدیده حرارتی به ضخامت 12 میلی‌متر	مترمربع	10,755,000
240308	24	تهیه و نصب شیشه ایمنی آبدیده حرارتی به ضخامت 15 میلی‌متر	مترمربع	12,381,000
240315	24	اضافه‏‌بها بابت نصب یراق‏‌‎آلات روی شیشه‌‏های ایمنی آبدیده حرارتی که در داخل قاب نصب نمی‏‌شوند، اعم از ثابت یا بازشو	مترمربع	2,261,000
240401	24	تهیه و نصب شیشه ۴ میلی‌متری بازتابنده به رنگ طلایی	مترمربع	4,932,000
240402	24	تهیه و نصب شیشه ۶ میلی‌متری بازتابنده به رنگ طلایی	مترمربع	5,787,000
240410	24	اضافه‌بها به ردیف‌های 240401 و 240402، در صورتی که رنگ شیشه، به جز رنگ طلایی باشد	مترمربع	1,069,000
240501	24	تهیه و نصب کاشی شیشه‌ای به ابعاد   15×15 سانتی‌متر در سطوح افقی.	مترمربع	38,270,000
240502	24	تهیه و نصب کاشی شیشه‌ای به ابعاد 20×20 سانتی‌متر در سطوح افقی	مترمربع	25,954,000
240505	24	تهیه و نصب کاشی شیشه‌‏ای به ابعاد 20×20، 25×25 یا 30×30 سانتی‌متر در سطوح قائم	مترمربع	12,729,000
240506	24	تهیه و نصب آجر شیشه‌ای تو خالی به ابعاد 20×20 سانتی‌متر و ضخامت ۸ سانتی‌متر در سطوح قائم	مترمربع	32,595,000
240507	24	تهیه و نصب آجر شیشه‌ای تو خالی به ابعاد 10×20 سانتی‌متر و ضخامت ۸ سانتی‌متر در سطوح قائم	مترمربع	56,000,000
240510	24	اضافه‌بها به ردیف‌های 240501 تا 240507 در صورتی که شیشه رنگی باشد	مترمربع	1,832,000
240601	24	مات‌کردن شیشه به روش ماسه‌‏پاشی (سند‏بلاست کردن شیشه)	مترمربع	2,997,000
240602	24	مات کردن شیشه به روش اسیدشویی.	مترمربع	1,323,000
240605	24	لبه‌‏سازی شیشه به همراه پرداخت نهایی سطح آن برحسب هر متر‏طول لبه شیشه. 	مترطول	568,500
240709	24	تهیه چسب سیلیکون جهت نصب شیشه (برحسب سطح شیشه نصب شده)	مترمربع	874,000
240710	24	تهیه نوار پلاستیکی جهت نصب شیشه (برحسب سطح شیشه نصب شده)	مترمربع	264,500
240711	24	تهیه بطانه جهت نصب شیشه (برحسب سطح شیشه نصب شده)	مترمربع	120,000
240715	24	اضافه‌بها به ردیف‌های تهیه و نصب شیشه ساده یا شیشه ایمنی آبدیده حرارتی در صورتی‌ که شیشه از نوع پوشش‌دار با خاصیت اصلاح عبور یا انعکاس گرمای خورشید باشد.	مترمربع	1,650,000
240716	24	اضافه‌بها به ردیف‌های تهیه و نصب شیشه ساده، در صورتی‌ که شیشه از نوع پوشش‌دار با خاصیت انعکاس نور باشد.	مترمربع	529,000
240720	24	اضافه‌بها به ردیف‏‌های تهیه و نصب شیشه ساده یا ایمنی آبدیده حرارتی، در صورتی‌ که شیشه از نوع لعاب‌‏دار باشد.	مترمربع	7,412,000
240725	24	اضافه‌بها نسبت به ردیف‌های تهیه و نصب شیشه اگر شیشه به صورت دوجداره تهیه و مصرف شود، برحسب محیط شیشه دوجداره شده	مترطول	1,117,000
240726	24	اضافه‌بها نسبت به ردیف‌های تهیه و نصب شیشه اگر شیشه به صورت سه‌‏جداره تهیه و مصرف شود، برحسب محیط شیشه سه‏‌جداره شده	مترطول	2,001,000
240804	24	لایه‏‌کاری دو شیشه مسطح با لایه پلیمری پلی‏ وینیل بوتیرال بین دو شیشه به ضخامت 0/38 میلی‏‌متر	مترمربع	6,213,000
240805	24	لایه‌‏کاری دو شیشه مسطح با لایه پلیمری پلی وینیل بوتیرال بین دو شیشه به ضخامت 0/76 میلی‌‏متر	مترمربع	7,313,000
240806	24	لایه‏‌کاری دو شیشه مسطح با لایه پلیمری پلی وینیل بوتیرال بین دو شیشه به ضخامت 1/52 میلی‌‏متر	مترمربع	8,113,000
240807	24	لایه کاری دو شیشه مسطح با لایه مقاوم در برابر آتش.	مترمربع	0
250101	25	آماده‌سازی یا زنگ‌زدایی اسکلت‌های فولادی با سمباده یا برس سیمی.	مترمربع	265,500
250103	25	آماده‌سازی یا زنگ‌زدایی اسکلت‌های فولادی به روش ماسه‌پاشی.	مترمربع	569,000
250104	25	آماده‌سازی یا زنگ‌زدایی اسکلت‌های فولادی به روش ساچمه‌پاشی.	مترمربع	609,500
250304	25	تهیه مصالح و اجرای رنگ روغنی کامل روی کارهای فلزی.	مترمربع	1,685,000
250305	25	تهیه مصالح و اجرای رنگ اکلیلی کامل روی کارهای فلزی.	مترمربع	1,791,000
250320	25	تهیه مصالح و اجرای رنگ الکیدی به طریق بدون هوا، روی اسکلت فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,216,000
250321	25	تهیه مصالح و اجرای رنگ الکیدی اکسید آهن (اخرایی) به طریق بدون هوا، روی اسکلت‏ فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,134,000
250322	25	تهیه مصالح و اجرای رنگ الکیدی غنی از روی به طریق بدون هوا، روی اسکلت‏ فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,181,000
250323	25	تهیه مصالح و اجرای رنگ الکیدی فسفات روی به طریق بدون هوا، روی اسکلت‏ فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,183,000
250324	25	تهیه مصالح و اجرای رنگ الکیدی کرومات روی به طریق بدون هوا، روی اسکلت‏ فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,173,000
250325	25	تهیه مصالح و اجرای رنگ الکیدی کرومات روی اخرایی به طریق بدون هوا، روی اسکلت‏ فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,152,000
250326	25	تهیه مصالح و اجرای رنگ الکیدی اکسید سرب اخرایی به طریق بدون هوا، روی اسکلت‏ فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,152,000
250330	25	تهیه مصالح و اجرای رنگ اپوکسی پلی‌آمید دو جزئی به طریق بدون هوا، روی اسکلت‏ فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,113,000
250331	25	تهیه مصالح و اجرای رنگ اپوکسی پلی‌آمید اکسید آهن دو جزئی به طریق بدون هوا، روی اسکلت فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,074,000
250332	25	تهیه مصالح و اجرای رنگ اپوکسی پلی‌آمید غنی از روی دو جزئی به طریق بدون هوا، روی اسکلت‏ فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,242,000
250333	25	تهیه مصالح و اجرای رنگ اپوکسی پلی‌آمید فسفات روی دو جزئی به طریق بدون هوا، روی اسکلت فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,156,000
250334	25	تهیه مصالح و اجرای رنگ اپوکسی پلی‌آمید کرومات روی دو جزئی به طریق بدون هوا، روی اسکلت‏ فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,116,000
250335	25	تهیه مصالح و اجرای رنگ اپوکسی پلی‌آمین دو جزئی به طریق بدون هوا، روی اسکلت‏ فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,191,000
250336	25	تهیه مصالح و اجرای رنگ اپوکسی استر یک جزئی به طریق بدون هوا، روی اسکلت‏ فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,057,000
250340	25	تهیه مصالح و اجرای رنگ پلی‌اورتان دو جزئی به طریق بدون هوا، روی اسکلت‏ فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,133,000
250345	25	تهیه مصالح و اجرای‌رنگ اتیل‌سیلیکات روی دو جزئی به طریق بدون هوا، روی اسکلت‏ فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,565,000
250350	25	تهیه مصالح و اجرای رنگ وینیلی یک جزئی به طریق بدون هوا، روی اسکلت‏ فولادی در یک قشر به ضخامت خشک 40 میکرون.	مترمربع	1,625,000
250401	25	تهیه مصالح و اجرای رنگ روغنی کامل روی در و سایر کارهای چوبی.	مترمربع	1,871,000
250403	25	تهیه مصالح و اجرای رنگ لاک الکل روی کارهای چوبی.	مترمربع	1,961,000
250404	25	تهیه مصالح و اجرای سیلر و کلیرکاری کامل روی کارهای چوبی.	مترمربع	2,077,000
250405	25	تهیه مصالح و رنگ آمیزی با رنگ پلی‌استر روی کارهای چوبی.	مترمربع	9,848,000
250406	25	تهیه مصالح و رنگ آمیزی با رنگ نیم پلی‌استر روی کارهای چوبی.	مترمربع	6,517,000
250501	25	تهیه مصالح و اجرای رنگ روغنی روی سطوح گچی یا صفحات گچی دیوارها و سقف‌ها.	مترمربع	1,193,000
250502	25	تهیه مصالح و اجرای رنگ پلاستیک روی سطوح گچی یا صفحات گچی دیوارها و سقف‌ها.	مترمربع	960,000
250503	25	تهیه مصالح و اجرای رنگ نیم‌پلاستیک روی سطوح گچی یا صفحات گچی دیوارها و سقف‌ها.	مترمربع	420,500
250506	25	تهیه مصالح و اجرای رنگ‌آمیزی با رنگ اکلیل نسوز، شامل آستر و رویه.	مترمربع	828,500
250507	25	تهیه مصالح و اجرای رنگ‌آمیزی با رنگ اکریلیک روی سطوح گچی یا صفحات گچی، شامل آستر و رویه.	مترمربع	936,000
250508	25	تهیه مصالح و اجرای پرایمر مخصوص روی صفحات گچی قبل از اجرای رنگ، کاغذ دیواری، سرامیک، سنگ و سایر موارد.	مترمربع	172,500
250601	25	تهیه مصالح و اجرای خط کشی منقطع و متناوب به عرض 12 سانتی‌متر، با رنگ‌های ترافیکی سرد.	مترطول	147,500
250602	25	تهیه مصالح و اجرای خط کشی متصل و مداوم به عرض 12 سانتی‌متر، با رنگ‌های ترافیکی سرد.	مترطول	143,000
250603	25	تهیه مصالح و اجرای رنگ‌آمیزی سطوح آسفالت و بتن با رنگ دوجزئی سرد مانند خط عابر پیاده.	مترمربع	6,319,000
250604	25	اضافه‌‏بها به ردیف‏‌های 250601 و 250602، در صورتی که از ماشین‌آلات و ابزار به غیر از ماشین‌‏آلات خودرو استفاده شود.	مترطول	14,800
250701	25	تهیه مصالح و اجرای رنگ روغنی روی سطوح سیمانی و بتنی شامل آستر و رویه.	مترمربع	682,500
250703	25	تهیه مصالح و اجرای رنگ اکریلیک روی سطوح سیمانی و بتنی شامل یک قشر پرایمر، یک قشر آستر و یک قشر رویه.	مترمربع	518,500
250705	25	تهیه مصالح و اجرای رنگ پلاستیک روی سطوح سیمانی یا بتنی شامل آستر و رویه.	مترمربع	519,000
250706	25	تهیه مصالح و اجرای رنگ نیم‏پلاستیک روی سطوح سیمانی یا بتنی شامل آستر و رویه.	مترمربع	336,500
250707	25	تهیه مصالح و اجرای نماسازی رزینی ترکیبی از نوع روغنی (آلکیدی بلند روغنی).	مترمربع	1,130,000
250708	25	تهیه مصالح و اجرای نماسازی رزینی ترکیبی از نوع امولوسیونی کوپلیمر.	مترمربع	1,093,000
250801	25	تهیه مصالح و اجرای رنگ پف‌کننده پایه آب مقاوم در برابر آتش.	مترمربع	0
250802	25	تهیه مصالح و اجرای رنگ پف‌کننده پایه حلال مقاوم در برابر آتش.	مترمربع	0
260101	26	تهیه مصالح زیراساس، بارگیری، حمل و باراندازی در محل مصرف، وقتی که دانه‌بندی مصالح صفر تا 50 میلی‌متر باشد	مترمکعب	4,864,000
260102	26	تهیه مصالح زیراساس، بارگیری، حمل و باراندازی در محل مصرف، وقتی که دانه‌بندی مصالح صفر تا 38 میلی‌متر باشد	مترمکعب	5,024,000
260103	26	تهیه مصالح زیراساس، بارگیری، حمل و باراندازی در محل مصرف، وقتی که دانه‌بندی مصالح صفر تا 25 میلی‌متر باشد	مترمکعب	5,221,000
260301	26	تهیه مصالح اساس، بارگیری، حمل و باراندازی در محل مصرف، وقتی که دانه‌بندی مصالح صفر تا 50 میلی‌متر باشد و حداقل 50 درصد مصالح مانده روی الک نمره 4 در یک وجه شکسته شود	مترمکعب	5,571,000
260302	26	تهیه مصالح اساس، بارگیری، حمل و باراندازی در محل مصرف، وقتی که دانه‌بندی مصالح صفر تا 38 میلی‌متر باشد و حداقل 50 درصد مصالح مانده روی الک نمره 4 در یک وجه شکسته شود	مترمکعب	5,599,000
260303	26	تهیه مصالح اساس، بارگیری، حمل و باراندازی در محل مصرف، وقتی که دانه‌بندی مصالح صفر تا 25 میلی‌متر باشد و حداقل 50 درصد مصالح مانده روی الک نمره 4 در یک وجه شکسته شود	مترمکعب	5,674,000
260401	26	اضافه بها به ردیف‌های 260301 تا 260303، در صورتی که درصد شکستگی مصالح روی الک نمره 4 بیشتر از 50 درصد باشد. (به ازای هر 5 درصد اضافه درصد شکستگی یک بار).	مترمکعب	1
260601	26	پخش، آب‌پاشی، تسطیح و کوبیدن قشرهای زیراساس به ضخامت تا 15 سانتی‌متر با حداقل 100 درصد تراکم به روش آشتو اصلاحی	مترمکعب	564,000
260603	26	پخش، آب‌پاشی، تسطیح و کوبیدن قشرهای زیراساس به ضخامت بیش از 15 تا 20 سانتی‌متر، با حداقل 100 درصد تراکم به روش آشتو اصلاحی	مترمکعب	508,500
260604	26	پخش، آب‌پاشی، تسطیح و کوبیدن قشرهای اساس به ضخامت تا 10 سانتی‌متر با حداقل 100 درصد تراکم به روش آشتو اصلاحی	مترمکعب	769,000
260605	26	پخش، آب‌پاشی، تسطیح و کوبیدن قشرهای اساس به ضخامت بیش از 10 تا 15 سانتی‌متر با حداقل 100 درصد تراکم به روش آشتو اصلاحی	مترمکعب	713,000
260701	26	تهیه توونان، بارگیری، حمل و باراندازی در محل مصرف	مترمکعب	4,855,000
260702	26	تهیه ماسه‌بادی، بارگیری، حمل و باراندازی در محل مصرف	مترمکعب	3,797,000
260801	26	تثبیت و تقویت زیرسازی، زیر‌اساس و مانند آن به وسیله اختلاط خاک و آهک شکفته به ضخامت تا ۱۵ سانتی‌متر با عیار ۵۰ کیلوگرم آهک شکفته در مترمکعب مصالح تثبیت شده، شامل تهیه و حمل آهک شکفته، سرند کردن، پخش و اختلاط، آب‌پاشی و کوبیدن با تراکم ۹۰ درصد به روش آشتو 	مترمکعب	1,543,000
260802	26	تثبیت و تقویت زیرسازی، زیر‌اساس و مانند آن به وسیله اختلاط خاک و آهک شکفته به ضخامت تا ۱۵ سانتی‌متر با عیار ۵۰ کیلوگرم آهک شکفته در مترمکعب مصالح تثبیت شده، شامل تهیه و حمل آهک شکفته، سرند کردن، پخش و اختلاط، آب‌پاشی و کوبیدن با تراکم ۹۵ درصد به روش آشتو 	مترمکعب	1,543,000
260803	26	تثبیت و تقویت زیرسازی، زیر‌اساس و مانند آن به وسیله اختلاط خاک و آهک شکفته به ضخامت تا ۱۵ سانتی‌متر با عیار ۵۰ کیلوگرم آهک شکفته در مترمکعب مصالح تثبیت شده، شامل تهیه و حمل آهک شکفته، سرند کردن، پخش و اختلاط، آب‌پاشی و کوبیدن با تراکم ۱۰۰ درصد به روش آشتو	مترمکعب	1,699,000
270101	27	تهیه  مصالح و اجرای اندود نفوذی   با قیر محلول.	کیلوگرم	299,000
270102	27	تهیه مصالح و اجرای اندود نفوذی با قیر امولسیون   کاتیونیک ‏CSS‏ با حداقل قیر باقیمانده 57 درصد ‏در آزمایش تقطیر.	کیلوگرم	298,000
270103	27	تهیه مصالح و اجرای اندود نفوذی با قیر امولسیون کاتیونیک ‏CMS‏ با حداقل قیر باقیمانده 65 درصد در آزمایش تقطیر.	کیلوگرم	310,000
270104	27	تهیه مصالح و اجرای اندود نفوذی با قیر امولسیون   کاتیونیک ‏CRS‏ با حداقل قیر باقیمانده 60 ‏درصد در آزمایش تقطیر.	کیلوگرم	264,500
270105	27	تهیه مصالح و اجرای اندود نفوذی با قیر امولسیون آنیونیک ‏SS‏ با حداقل قیر باقیمانده 57 درصد در ‏آزمایش تقطیر.	کیلوگرم	219,500
270106	27	تهیه مصالح و اجرای اندود نفوذی با قیر امولسیون آنیونیک MS‏ با حداقل قیر باقیمانده 55 درصد ‏در آزمایش تقطیر.	کیلوگرم	174,500
270107	27	تهیه مصالح و اجرای اندود نفوذی با قیر امولسیون آنیونیک RS‏ با حداقل قیر باقیمانده 55 درصد ‏در آزمایش تقطیر.	کیلوگرم	174,500
270202	27	اضافه‌بها به ردیف‌های 270101 تا 270107 درصورتی‌که اندود سطحی اجرا گردد.	کیلوگرم	22,900
270210	27	تمیزکاری و آماده‌سازی سطح زیرین اندود جهت اجرای اندود	مترمربع	35,400
270301	27	تهیه و اجرای بتن آسفالتی با سنگ شکسته برای قشر آستر، هرگاه دانه‌بندی مصالح صفر تا 37/5 میلی‌متر باشد.	مترمکعب	48,586,000
270302	27	تهیه و اجرای بتن آسفالتی با سنگ شکسته برای قشر آستر، هرگاه دانه‌بندی مصالح صفر تا 25 میلی‌متر باشد	مترمکعب	48,920,000
270303	27	تهیه و اجرای بتن آسفالتی با سنگ شکسته برای قشر آستر، هرگاه دانه‌بندی مصالح صفر تا 19 میلی‌متر باشد	مترمکعب	50,851,000
270304	27	تهیه و اجرای بتن آسفالتی با سنگ شکسته برای قشر آستر، هرگاه دانه‌بندی مصالح صفر تا 12/5 میلی‌متر باشد	مترمکعب	52,806,000
270310	27	اضافه‌بها به ردیف‌های 270303 و 270304، در صورتی‌که بتن آسفالتی در قشر رویه اجرا گردد.	مترمکعب	709,000
270320	27	کسربها به ردیف‌ 270301 و 270302 در صورتی که بتن آسفالتی در قشر اساس قیر اجرا گردد.	مترمکعب	-1,037,000
270402	27	اضافه‌بها به ردیف‌های تهیه و اجرای آسفالت، بابت هر 10 کیلوگرم قیر مصرفی اضافی، در هر مترمکعب آسفالت، طبق بند 6 مقدمه فصل (کسر 10 کیلوگرم به تناسب محاسبه می‌شود)	مترمکعب	2,131,000
270403	27	کسربها به ردیف‌های تهیه و اجرای آسفالت، بابت هر 10 کیلوگرم قیر مصرفی کمتر، در هر مترمکعب آسفالت طبق بند 6 مقدمه فصل (کسر 10 کیلوگرم به تناسب محاسبه می‌شود)	مترمکعب	-2,131,000
270404	27	اضافه‌‌بها به ردیف‌های تهیه و اجرای آسفالت، در صورتی‌که آسفالت در پیاده رو، معابر و مانند آن به عرض تا 2 متر اجرا شود	مترمکعب	18,392,000
270410	27	اضافه‌بها به ردیف‌های تهیه و اجرای آسفالت، بابت اجرای آسفالت در لکه‌گیری‌ها چنانچه مساحت لکه، 20 مترمربع و کمتر باشد	مترمکعب	9,985,000
270411	27	اضافه‌بها به ردیف‌های تهیه و اجرای آسفالت، بابت اجرای آسفالت در لکه‌گیری‌ها چنانچه مساحت لکه، بیش از 20 مترمربع و تا 50 مترمربع باشد	مترمکعب	6,886,000
270412	27	اضافه‌بها به ردیف‌های تهیه و اجرای آسفالت، بابت اجرای آسفالت در لکه‌گیری‌ها چنانچه مساحت لکه، بیش از 50 مترمربع و تا 100 مترمربع باشد	مترمکعب	3,170,000
270501	27	تهیه و اجرای آسفالت بام به ضخامت 1/5 تا 2 سانتی‌متر	مترمربع	1,443,000
270502	27	اضافه‌بها به ردیف 270501 برای هر یک سانتی‌متر افزایش ضخامت (کسر سانتی‌متر به تناسب محاسبه می‌شود)	مترمربع	530,500
270503	27	تهیه مصالح و پر کردن درزها با ماسه آسفالت	دسیمترمکعب	161,500
270510	27	تهیه و اجرای ماستیک آب‌بند قیری برای مصرف در درزها با پرداخت نهایی سطح به طور کامل. 	دسیمترمکعب	1,037,000
270601	27	تهیه و اجرای آسفالت سرد مخلوط در محل با سنگ شکسته، هرگاه مصالح با دانه‌بندی پیوسته صفر تا ٢۵ میلی‌متر باشد	مترمکعب	33,486,000
270602	27	تهیه و اجرای آسفالت سرد مخلوط در محل با سنگ شکسته، هرگاه مصالح با دانه‌بندی پیوسته صفر تا ١٩ میلی‌متر باشد	مترمکعب	34,139,000
270603	27	تهیه و اجرای آسفالت سرد مخلوط در محل با سنگ شکسته، هرگاه مصالح با دانه‌بندی پیوسته صفر تا ١2/5 میلی‌متر باشد	مترمکعب	35,171,000
270604	27	اضافه‌بها به ردیف‌های 270601 تا 270603 هرگاه آسفالت سرد کارخانه‌ای باشد	مترمکعب	5,113,000
280101	28	حمل سیمان پاکتی، مصالح سنگی، آهن‏آلات، آجر و بلوک، هرگاه فاصله محل تهیه تا محل کارگاه، بیش از 30 کیلومتر و تا 75 کیلومتر باشد، برای تمام طول مسیر پس از کسر 30 کیلومتر	تن-کیلومتر	28,400
280102	28	حمل سیمان پاکتی، مصالح سنگی، آهن‏آلات، آجر و بلوک، هرگاه فاصله محل تهیه تا محل کارگاه، بیش از 30 کیلومتر و تا 150 کیلومتر باشد، برای تمام طول مسیر پس از کسر 30 کیلومتر	تن-کیلومتر	19,600
280103	28	حمل سیمان پاکتی، مصالح سنگی، آهن‏آلات، آجر و بلوک، هرگاه فاصله محل تهیه تا محل کارگاه، بیش از 30 کیلومتر و تا 300 کیلومتر باشد، برای تمام طول مسیر پس از کسر 30 کیلومتر	تن-کیلومتر	13,500
280104	28	حمل سیمان پاکتی، مصالح سنگی، آهن‏آلات، آجر و بلوک، هرگاه فاصله محل تهیه تا محل کارگاه، بیش از 30 کیلومتر و تا 450 کیلومتر باشد، برای تمام طول مسیر پس از کسر 30 کیلومتر	تن-کیلومتر	12,200
280105	28	حمل سیمان پاکتی، مصالح سنگی، آهن‏آلات، آجر و بلوک، هرگاه فاصله محل تهیه تا محل کارگاه، بیش از 30 کیلومتر و تا 750 کیلومتر باشد، برای تمام طول مسیر پس از کسر 30 کیلومتر	تن-کیلومتر	10,200
280106	28	حمل سیمان پاکتی، مصالح سنگی، آهن‏آلات، آجر و بلوک، هرگاه فاصله محل تهیه تا محل کارگاه، بیش از 750 کیلومتر باشد، برای تمام طول مسیر پس از کسر 30 کیلومتر	تن-کیلومتر	8,130
280301	28	حمل بتن آسفالتی و آسفالت سرد کارخانه‏ای هرگاه فاصله محل تهیه تا محل کارگاه بیش از 30 کیلومتر تا 75 کیلومتر باشد، برای تمام طول مسیر پس از کسر 30 کیلومتر.	تن-کیلومتر	37,300
280302	28	حمل آسفالت سرد کارخانه‏ای هرگاه فاصله محل تهیه تا محل کارگاه بیش از 30 کیلومتر تا 150 کیلومتر باشد برای تمام طول مسیر پس از کسر 30 کیلومتر.	تن-کیلومتر	22,800
280501	28	حمل دریایی سیمان پاکتی، مصالح سنگی، آهن‏آلات، آجر و بلوک، تا فاصله ۱۰ مایل دریایی	تن - مابل دریایی	110,700
280502	28	حمل دریایی سیمان پاکتی، مصالح سنگی، آهن‏آلات، آجر و بلوک، مازاد بر ۱۰ مایل تا فاصله ۳۰ مایل دریایی	تن - مابل دریایی	26,700
