شیت اول
فهرست بهای واحد پایه رشته ابنیه سال 1404				
شماره	فصل	شرح	واحد	"بهای واحد
(ریال)"
180926	18	تعبیه و جاسازی بازشو یا سوراخ در صفحات گچی روکش‌‏دار، به قطر بیش از 15 سانتی‌متر تا 25 سانتی‌متر یا سطح معادل آن	عدد	426,500
180927	18	تعبیه و جاسازی بازشو یا سوراخ در صفحات گچی روکش‌‏دار، به سطح بیش از 0/25 مترمربع.	مترمربع	1,599,000
180930	18	تهیه و نصب تایل‌ گچی معمولی رنگ شده اعم از ساده یا طرح‌دار به ضخامت اسمی 9/5 میلی‌متر، با نصب خشک داخل سقف کاذب مشبک	مترمربع	1,479,000
180931	18	اضافه‏‌بها به ردیف‏ 180930، در صورتی‌که پشت تایل‌ها، پوشش آلومینیومی داشته باشند	مترمربع	212,500
180932	18	اضافه‌‏بها به ردیف‏ 180930، در صورتی‌که تایل‌ها، از نوع مقاوم در برابر رطوبت باشند	مترمربع	626,500
180935	18	تهیه و نصب تایل‌ گچی پانچ شده بدون روکش به ضخامت اسمی 9/5 میلی‌متر، با نصب خشک داخل سقف کاذب مشبک	مترمربع	1,541,000
180936	18	اضافه‌‏بها به ردیف‏ 180935، در صورتی‌که تایل‌ها، از نوع رنگ شده باشند	مترمربع	329,000
180937	18	اضافه‌‏بها به ردیف‌‏های 180930 و 180935، بابت تایل‌های روکش‏دار PVC	مترمربع	161,500
180940	18	تهیه و نصب تایل‌‌های معدنی مقاوم در برابر حریق به ضخامت ۱۲ تا ۱۴ میلی‌متر، با نصب خشک داخل سقف کاذب مشبک	مترمربع	1,954,000
180941	18	تهیه و نصب تایل‌‌های معدنی مقاوم در برابر حریق به ضخامت بیش از ۱۴ تا ۱۶ میلی‌متر، با نصب خشک داخل سقف کاذب مشبک	مترمربع	2,217,000
180942	18	اضافه‌بها به ردیف‌های 180940 و 180941 در صورتی‌که از تایل‌های معدنی مقاوم در برابر رطوبت استفاده شود	مترمربع	1,731,000
180943	18	اضافه‌بها به ردیف‌های 180940 و 180941 در صورتی‌که از تایل‌های معدنی ضد ‌باکتری استفاده شود	مترمربع	625,000
181001	18	آماده‏‌سازی، تهیه مصالح و اجرای نازک‌کاری رویه با پوشش سلولزی به ضخامت ۲ تا ۳ میلی‌متر، به هر رنگ در سطوح قائم و افقی	مترمربع	574,500
181002	18	اضافه‌بها به ردیف ۱۸۱۰۰۱، در صورت استفاده از پوشش‌های سلولزی مرکب با الیاف مصنوعی پروپیلن	مترمربع	1
181003	18	اضافه‌بها به ردیف‌ ۱۸۱۰۰۱، در صورت استفاده از پوشش‌های سلولزی مرکب با میکا	مترمربع	26,600
181103	18	تهیه و نصب صفحات سیمانی الیاف‌دار، به ضخامت حدود 4 میلی‌متر با سطح صاف روی سطوح قائم که با استفاده از فولاد گالوانیزه سرد نورد شده زیرسازی شده باشد، به ازای هر صفحه سیمانی.	مترمربع	3,067,000
181104	18	تهیه و نصب صفحات سیمانی الیاف‌دار، به ضخامت حدود 6 میلی‌متر با سطح صاف روی سطوح قائم که با استفاده از فولاد گالوانیزه سرد نورد شده زیرسازی شده باشد، به ازای هر صفحه سیمانی	مترمربع	4,084,000
181105	18	تهیه و نصب صفحات سیمانی الیاف‌دار، به ضخامت حدود ۸ میلی‌متر با به سطح صاف روی سطوح قائم که با استفاده از فولاد گالوانیزه سرد نورد شده زیرسازی شده باشد، به ازای هر صفحه سیمانی	مترمربع	5,073,000
181106	18	تهیه و نصب صفحات سیمانی الیاف‌دار، به ضخامت حدود 10 میلی‌متر، با سطح صاف روی سطوح قائم که با استفاده از فولاد گالوانیزه سرد نورد شده زیرسازی شده باشد، به ازای هر صفحه سیمانی	مترمربع	5,712,000
181107	18	تهیه و نصب صفحات سیمانی الیاف‌دار، به ضخامت حدود 12 میلی‌متر، با سطح صاف روی سطوح قائم که با استفاده از فولاد گالوانیزه سرد نورد شده زیرسازی شده باشد، به ازای هر صفحه سیمانی	مترمربع	6,644,000
181108	18	تهیه و نصب صفحات سیمانی الیاف‌دار، به ضخامت حدود 4 میلی‌متر، زیر سقف که با استفاده از فولاد گالوانیزه سرد نورد شده زیرسازی شده باشد، به ازای هر صفحه سیمانی	مترمربع	3,546,000
181109	18	تهیه و نصب صفحات سیمانی الیاف‌دار، به ضخامت حدود 6 میلی‌متر، زیر سقف که با استفاده از فولاد گالوانیزه سرد نورد شده زیرسازی شده باشد، به ازای هر صفحه سیمانی	مترمربع	4,393,000
181112	18	اضافه‌بها به ردیف‏‌های 181103 تا 181109 در صورتی که سطح صفحات سیمانی الیاف‏‌دار، برجسته باشد	مترمربع	1
181113	18	تهیه و اجرای نوار و بطانه مخصوص جهت درزبندی روی صفحات سیمانی الیاف‏‌دار	مترمربع	508,000
181115	18	تعبیه و جاسازی بازشو یا سوراخ در صفحات سیمانی الیاف‌دار، به قطر تا 15 سانتی‌متر یا سطح معادل آن	عدد	426,500
181116	18	تعبیه و جاسازی بازشو یا سوراخ در صفحات سیمانی الیاف‌دار، به قطر بیش از 15 سانتی‌متر تا 25 سانتی‌متر یا سطح معادل آن	عدد	640,000
181117	18	تعبیه و جاسازی بازشو یا سوراخ در صفحات سیمانی الیاف‌دار، به سطح بیش از 0/25 مترمربع.	مترمربع	2,559,000
181201	18	اجرای ماهیچه سیمانی به سطح مقطع تا 15 سانتی‌مترمربع از ملات ماسه ‏سیمان 1:3 در محل‏‌های مورد نیاز، قبل از اجرای عایق رطوبتی	مترطول	201,500
181202	18	اجرای ماهیچه سیمانی به ضخامت تا 5 سانتی‌متر از ملات ماسه ‏سیمان 1:3 روی لوله‌‏های تاسیساتی کار شده در کف	مترمربع	2,408,000
181203	18	پر کردن شیار محل عبور لوله‏‌های تاسیساتی با ملات ماسه ‏سیمان 1:3 به سطح مقطع تا 100 سانتی‌مترمربع	مترطول	814,000
181204	18	پر کردن شیار محل عبور لوله‏‌های تاسیساتی با ملات گچ یا گچ و خاک به سطح مقطع تا 100 سانتی‌مترمربع	مترطول	616,500
190110	19	تهیه،  ساخت و نصب چهارچوب کمد و گنجه، از چوب نراد خارجی، به سطح مقطع 20 تا 30   سانتی‌مترمربع، بطور کامل.	مترطول	1,336,000
190111	19	تهیه،  ساخت و نصب چهارچوب کمد و گنجه، از چوب نراد خارجی، به سطح مقطع بیش از 30 تا 40   سانتی‌مترمربع، بطور کامل.	مترطول	1,581,000
190112	19	تهیه، ساخت و نصب چهارچوب در، از چوب نراد خارجی به سطح مقطع 50 تا 75 سانتی‌مترمربع، بطور کامل	مترطول	2,836,000
190113	19	تهیه، ساخت و نصب چهارچوب در، از چوب نراد خارجی به سطح مقطع 100 تا 120 سانتی‌مترمربع، بطور کامل	مترطول	4,000,000
190210	19	تهیه، ساخت و نصب کلاف چوبی از چوب نراد خارجی به سطح مقطع 5 تا 8 سانتی‌مترمربع، برای توری پشه‏‌گیر و تهیه و کوبیدن زهوار به ابعاد 1/5×۳ سانتی‌متر یا مقطع معادل آن، از چوب نراد خارجی، روی چهارچوب، بطور کامل	مترمربع	2,668,000
190211	19	تهیه، ساخت  و نصب کلاف چوبی از چوب نراد خارجی به سطح مقطع 10 تا 15 سانتی‌مترمربع، برای توری پشه گیر، با وادار وسط و تهیه و کوبیدن زهوار به ابعاد 1/5×۳ سانتی‌متر یا مقطع معادل آن، از چوب نراد خارجی، روی چهارچوب، بطور کامل	مترمربع	3,257,000
190212	19	تهیه، ساخت و نصب کلاف در کمد یا گنجه از چوب نراد خارجی، به سطح مقطع 10 تا 15 سانتی‌مترمربع، همراه با قیدهای چوبی برای نصب قفل و تقویت محل لولا، بطور کامل	مترمربع	1,768,000
190213	19	تهیه، ساخت و نصب کلاف در از چوب نراد خارجی، به سطح مقطع 15 تا 25 سانتی‌مترمربع، همراه با قیدهای چوبی برای نصب قفل و تقویت محل لولا، بطور کامل	مترمربع	2,464,000
190214	19	تهیه، ساخت و نصب کلاف در از چوب نراد خارجی، به سطح مقطع 30 تا 40 سانتی‌مترمربع، همراه با قید چوبی برای نصب قفل و  تقویت محل لولا، بطور کامل	مترمربع	3,641,000
190301	19	تهیه،  ساخت و جاگذاری شبکه به ابعاد حداکثر ۷×۷ سانتی‌متر داخل کلاف چوبی در، از   فیبر به ضخامت حدود ۳   میلی‌متر.	مترمربع	899,000
190302	19	تهیه،  ساخت و جا‏گذاری شبکه به ابعاد حداکثر ۷×۷ سانتی‌متر داخل کلاف چوبی در، از تخته   لایه داخلی به ضخامت حدود ۴ میلی‌متر.	مترمربع	2,558,000
190303	19	تهیه، ساخت و جا‏گذاری شبکه به ابعاد حداکثر ۷×۷ سانتی‌متر داخل کلاف چوبی در، از چوب داخلی به ضخامت حدود ۶ میلی‌متر	مترمربع	1,377,000
190304	19	تهیه، ساخت و جا‏گذاری شبکه به ابعاد حداکثر ۷×۷ سانتی‌متر داخل کلاف چوبی در، از چوب نراد خارجی به ضخامت حدود ۶ میلی‌متر	مترمربع	1,935,000
190305	19	تهیه، ساخت و جا‏گذاری شبکه، داخل کلاف چوبی در، با شبکه مقوایی لانه زنبوری	مترمربع	404,000
190405	19	تهیه و نصب پوشش یک روی در، با تخته‏‌لایه به ضخامت حدود 3 میلی‌متر، با پرس کردن	مترمربع	2,315,000
190406	19	تهیه و نصب پوشش یک روی در، با تخته‌‏لایه به ضخامت حدود 4 میلی‌متر، با پرس کردن	مترمربع	2,559,000
190407	19	تهیه و نصب پوشش یک روی در، با تخته‌‏لایه به ضخامت حدود 6 میلی‌متر، با پرس کردن	مترمربع	2,894,000
